Format Version,1.1,Take Name,Take 2016-04-07 08.32.39 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.32.39.232 PM,Total Frames,3650,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10000,Marker_10000,Marker_10000,Marker_10007,Marker_10007,Marker_10007,Marker_10008,Marker_10008,Marker_10008,Marker_10011,Marker_10011,Marker_10011
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702717","8392B20CF49E35702717","8392B20CF49E35702717","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E3570271B","8392B20CF49E3570271B","8392B20CF49E3570271B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1848,15.400000,-2.175648,2.608165,1.650264,,,,,,,,,
1849,15.408333,-2.165225,2.605878,1.658655,,,,,,,,,
1850,15.416667,-2.154713,2.603099,1.667201,,,,,,,,,
1851,15.425000,-2.144385,2.600380,1.675335,,,,,,,,,
1852,15.433333,-2.134056,2.597064,1.683002,,,,,,,,,
1853,15.441667,-2.123618,2.593461,1.690619,,,,,,,,,
1854,15.450000,-2.113307,2.589726,1.698234,,,,,,,,,
1855,15.458333,-2.103225,2.585971,1.705554,,,,,,,,,
1856,15.466667,-2.093050,2.581576,1.713043,,,,,,,,,
1857,15.475000,-2.083303,2.577145,1.720284,,,,,,,,,
1858,15.483333,-2.073737,2.572322,1.727701,,,,,,,,,
1859,15.491667,-2.064333,2.567319,1.734771,,,,,,,,,
1860,15.500000,-2.055033,2.561894,1.741879,,,,,,,,,
1861,15.508333,-2.045728,2.556033,1.749092,,,,,,,,,
1862,15.516667,-2.036764,2.549860,1.756181,,,,,,,,,
1863,15.525000,-2.028108,2.543404,1.763289,,,,,,,,,
1864,15.533333,-2.019605,2.536643,1.770390,,,,,,,,,
1865,15.541667,-2.011273,2.529619,1.777797,,,,,,,,,
1866,15.550000,-2.003040,2.522426,1.785169,,,,,,,,,
1867,15.558333,-1.994945,2.514495,1.792273,,,,,,,,,
1868,15.566667,-1.986740,2.506608,1.799813,,,,,,,,,
1869,15.575000,-1.978664,2.498515,1.807427,,,,,,,,,
1870,15.583333,-1.970702,2.490009,1.814918,,,,,,,,,
1871,15.591667,-1.962596,2.481635,1.822897,,,,,,,,,
1872,15.600000,-1.954521,2.473079,1.830707,,,,,,,,,
1873,15.608333,-1.946811,2.464597,1.838566,,,,,,,,,
1874,15.616667,-1.939127,2.456255,1.846679,,,,,,,,,
1875,15.625000,-1.931090,2.447515,1.855177,,,,,,,,,
1876,15.633333,-1.923449,2.439151,1.863753,,,,,,,,,
1877,15.641667,-1.915743,2.430756,1.872261,,,,,,,,,
1878,15.650000,-1.908424,2.422270,1.880707,,,,,,,,,
1879,15.658333,-1.900880,2.413737,1.889674,,,,,,,,,
1880,15.666667,-1.893241,2.405067,1.898877,,,,,,,,,
1881,15.675000,-1.885724,2.396409,1.907669,,,,,,,,,
1882,15.683333,-1.878071,2.387534,1.916593,,,,,,,,,
1883,15.691667,-1.870759,2.378746,1.925496,,,,,,,,,
1884,15.700000,-1.863101,2.369994,1.934807,,,,,,,,,
1885,15.708333,-1.855933,2.361053,1.943655,,,,,,,,,
1886,15.716667,-1.848353,2.352051,1.952725,,,,,,,,,
1887,15.725000,-1.840944,2.343009,1.961610,,,,,,,,,
1888,15.733333,-1.833466,2.334006,1.970871,,,,,,,,,
1889,15.741667,-1.826044,2.324758,1.979793,,,,,,,,,
1890,15.750000,-1.818507,2.315716,1.988613,,,,,,,,,
1891,15.758333,-1.811295,2.306519,1.997326,,,,,,,,,
1892,15.766667,-1.803784,2.297136,2.006141,,,,,,,,,
1893,15.775000,-1.796366,2.287970,2.014923,,,,,,,,,
1894,15.783333,-1.788795,2.278787,2.023705,,,,,,,,,
1895,15.791667,-1.781225,2.269194,2.031974,,,,,,,,,
1896,15.800000,-1.773730,2.259850,2.040316,,,,,,,,,
1897,15.808333,-1.765887,2.250646,2.048762,,,,,,,,,
1898,15.816667,-1.758488,2.240449,2.056429,,,,,,,,,
1899,15.825000,-1.750916,2.230828,2.064322,,,,,,,,,
1900,15.833333,-1.742855,2.221131,2.072378,,,,,,,,,
1901,15.841667,-1.735110,2.211535,2.079955,,,,,,,,,
1902,15.850000,-1.726799,2.201764,2.087686,,,,,,,,,
1903,15.858333,-1.718700,2.192033,2.094971,,,,,,,,,
1904,15.866667,-1.710221,2.182404,2.102265,,,,,,,,,
1905,15.875000,-1.701791,2.172594,2.109161,,,,,,,,,
1906,15.883333,-1.692890,2.163057,2.115798,,,,,,,,,
1907,15.891667,-1.684711,2.153574,2.122055,,,,,,,,,
1908,15.900000,-1.676159,2.143997,2.128167,,,,,,,,,
1909,15.908333,-1.667052,2.134529,2.134212,,,,,,,,,
1910,15.916667,-1.657958,2.125075,2.139532,,,,,,,,,
1911,15.925000,-1.648723,2.115686,2.144882,,,,,,,,,
1912,15.933333,-1.639565,2.106390,2.149535,,,,,,,,,
1913,15.941667,-1.630320,2.097422,2.154379,,,,,,,,,
1914,15.950000,-1.621072,2.088217,2.158731,,,,,,,,,
1915,15.958333,-1.611942,2.079349,2.163324,,,,,,,,,
1916,15.966667,-1.602796,2.070855,2.167460,,,,,,,,,
1917,15.975000,-1.593685,2.062416,2.171603,,,,,,,,,
1918,15.983333,-1.584147,2.054034,2.175313,,,,,,,,,
1919,15.991667,-1.574601,2.046083,2.179014,,,,,,,,,
1920,16.000000,-1.564708,2.038216,2.182690,,,,,,,,,
1921,16.008333,-1.554791,2.030454,2.184735,,,,,,,,,
1922,16.016667,-1.545748,2.023697,2.188174,,,,,,,,,
1923,16.025000,-1.535887,2.016462,2.189655,,,,,,,,,
1924,16.033333,-1.526135,2.009606,2.191228,,,,,,,,,
1925,16.041667,-1.516104,2.002761,2.193187,,,,,,,,,
1926,16.050000,-1.506276,1.996200,2.194940,,,,,,,,,
1927,16.058333,-1.496630,1.989891,2.196145,,,,,,,,,
1928,16.066667,-1.486678,1.983716,2.197133,,,,,,,,,
1929,16.075000,-1.476817,1.977803,2.197741,,,,,,,,,
1930,16.083333,-1.466705,1.972248,2.198225,,,,,,,,,
1931,16.091667,-1.456966,1.966999,2.198264,,,,,,,,,
1932,16.100000,-1.446760,1.961704,2.197948,,,,,,,,,
1933,16.108333,-1.436866,1.957246,2.197494,,,,,,,,,
1934,16.116667,-1.426630,1.952678,2.196645,,,,,,,,,
1935,16.125000,-1.416727,1.948880,2.195674,,,,,,,,,
1936,16.133333,-1.406720,1.944854,2.194280,,,,,,,,,
1937,16.141667,-1.396632,1.941730,2.192899,,,,,,,,,
1938,16.150000,-1.386703,1.938495,2.190967,,,,,,,,,
1939,16.158333,-1.376926,1.935905,2.188955,,,,,,,,,
1940,16.166667,-1.367082,1.933472,2.186890,,,,,,,,,
1941,16.175000,-1.357396,1.931197,2.184548,,,,,,,,,
1942,16.183333,-1.347897,1.929449,2.182083,,,,,,,,,
1943,16.191667,-1.338268,1.927854,2.179369,,,,,,,,,
1944,16.200000,-1.329040,1.926599,2.176691,,,,,,,,,
1945,16.208333,-1.319782,1.925814,2.173682,,,,,,,,,
1946,16.216667,-1.310773,1.925595,2.170542,,,,,,,,,
1947,16.225000,-1.302105,1.925897,2.167186,,,,,,,,,
1948,16.233333,-1.293677,1.926347,2.163386,,,,,,,,,
1949,16.241667,-1.285398,1.927332,2.159604,,,,,,,,,
1950,16.250000,-1.277309,1.928728,2.155704,,,,,,,,,
1951,16.258333,-1.269133,1.930377,2.151850,,,,,,,,,
1952,16.266667,-1.261379,1.932422,2.147805,,,,,,,,,
1953,16.275000,-1.253789,1.934923,2.143691,,,,,,,,,
1954,16.283333,-1.246607,1.937793,2.139387,,,,,,,,,
1955,16.291667,-1.239592,1.940894,2.134898,,,,,,,,,
1956,16.300000,-1.232790,1.944301,2.130412,,,,,,,,,
1957,16.308333,-1.226269,1.947925,2.125439,,,,,,,,,
1958,16.316667,-1.219945,1.951708,2.120549,,,,,,,,,
1959,16.325000,-1.213730,1.955634,2.115718,,,,,,,,,
1960,16.333333,-1.207708,1.959735,2.110349,,,,,,,,,
1961,16.341667,-1.202012,1.963887,2.105095,,,,,,,,,
1962,16.350000,-1.196948,1.968417,2.099523,,,,,,,,,
1963,16.358333,-1.191978,1.973296,2.093814,,,,,,,,,
1964,16.366667,-1.186989,1.978242,2.088030,,,,,,,,,
1965,16.375000,-1.182201,1.983100,2.082217,,,,,,,,,
1966,16.383333,-1.177885,1.988434,2.076637,,,,,,,,,
1967,16.391667,-1.173747,1.993860,2.070487,,,,,,,,,
1968,16.400000,-1.169778,1.999232,2.064212,,,,,,,,,
1969,16.408333,-1.166370,2.004805,2.057904,,,,,,,,,
1970,16.416667,-1.162813,2.010290,2.051892,,,,,,,,,
1971,16.425000,-1.160114,2.016055,2.045398,,,,,,,,,
1972,16.433333,-1.157592,2.021794,2.038778,,,,,,,,,
1973,16.441667,-1.155645,2.027472,2.032364,,,,,,,,,
1974,16.450000,-1.153411,2.032998,2.025977,,,,,,,,,
1975,16.458333,-1.152368,2.039058,2.019258,,,,,,,,,
1976,16.466667,-1.151321,2.044696,2.012745,,,,,,,,,
1977,16.475000,-1.150485,2.050141,2.006085,,,,,,,,,
1978,16.483333,-1.150535,2.056022,1.999384,,,,,,,,,
1979,16.491667,-1.150628,2.061884,1.992970,,,,,,,,,
1980,16.500000,-1.151120,2.067471,1.986275,,,,,,,,,
1981,16.508333,-1.152232,2.073109,1.979602,,,,,,,,,
1982,16.516667,-1.153313,2.078740,1.972947,,,,,,,,,
1983,16.525000,-1.154961,2.084434,1.966608,,,,,,,,,
1984,16.533333,-1.157021,2.089745,1.959906,,,,,,,,,
1985,16.541667,-1.159135,2.095228,1.953787,,,,,,,,,
1986,16.550000,-1.161731,2.100785,1.947109,,,,,,,,,
1987,16.558333,-1.164489,2.106060,1.941006,,,,,,,,,
1988,16.566667,-1.167544,2.111368,1.934478,,,,,,,,,
1989,16.575000,-1.171013,2.116457,1.928211,,,,,,,,,
1990,16.583333,-1.174390,2.121706,1.922202,,,,,,,,,
1991,16.591667,-1.177998,2.126672,1.915960,,,,,,,,,
1992,16.600000,-1.181602,2.131473,1.909922,,,,,,,,,
1993,16.608333,-1.185540,2.136403,1.903784,,,,,,,,,
1994,16.616667,-1.189941,2.141182,1.897779,,,,,,,,,
1995,16.625000,-1.194201,2.146026,1.891965,,,,,,,,,
1996,16.633333,-1.198557,2.150769,1.886193,,,,,,,,,
1997,16.641667,-1.203210,2.155355,1.880102,,,,,,,,,
1998,16.650000,-1.207895,2.159943,1.874201,,,,,,,,,
1999,16.658333,-1.212711,2.164883,1.868804,,,,,,,,,
2000,16.666667,-1.217332,2.169363,1.862794,,,,,,,,,
2001,16.675000,-1.222147,2.173801,1.856901,,,,,,,,,
2002,16.683333,-1.226761,2.178331,1.851222,,,,,,,,,
2003,16.691667,-1.231701,2.182961,1.845725,,,,,,,,,
2004,16.700000,-1.236616,2.187303,1.839723,,,,,,,,,
2005,16.708333,-1.241809,2.191592,1.834182,,,,,,,,,
2006,16.716667,-1.246692,2.195796,1.828444,,,,,,,,,
2007,16.725000,-1.251851,2.200003,1.823105,,,,,,,,,
2008,16.733333,-1.257122,2.203995,1.817067,,,,,,,,,
2009,16.741667,-1.262304,2.207916,1.811438,,,,,,,,,
2010,16.750000,-1.267526,2.211562,1.805748,,,,,,,,,
2011,16.758333,-1.273070,2.215250,1.799924,,,,,,,,,
2012,16.766667,-1.278695,2.218840,1.794130,,,,,,,,,
2013,16.775000,-1.284234,2.222194,1.788211,,,,,,,,,
2014,16.783333,-1.289721,2.225399,1.782656,,,,,,,,,
2015,16.791667,-1.295198,2.228528,1.776959,,,,,,,,,
2016,16.800000,-1.300953,2.231495,1.770903,,,,,,,,,
2017,16.808333,-1.306564,2.234409,1.765007,,,,,,,,,
2018,16.816667,-1.312385,2.237206,1.759183,,,,,,,,,
2019,16.825000,-1.318110,2.239752,1.752917,,,,,,,,,
2020,16.833333,-1.324147,2.242277,1.746838,,,,,,,,,
2021,16.841667,-1.329883,2.244496,1.740941,,,,,,,,,
2022,16.850000,-1.336242,2.246849,1.734829,,,,,,,,,
2023,16.858333,-1.342310,2.248739,1.728835,,,,,,,,,
2024,16.866667,-1.348516,2.250821,1.722856,,,,,,,,,
2025,16.875000,-1.355085,2.252516,1.716795,,,,,,,,,
2026,16.883333,-1.361722,2.253989,1.710737,,,,,,,,,
2027,16.891667,-1.368338,2.255204,1.704837,,,,,,,,,
2028,16.900000,-1.374515,2.256313,1.698273,,,,,,,,,
2029,16.908333,-1.381824,2.257483,1.692852,,,,,,,,,
2030,16.916667,-1.388993,2.258351,1.687008,,,,,,,,,
2031,16.925000,-1.396071,2.258909,1.681077,,,,,,,,,
2032,16.933333,-1.403119,2.259151,1.675175,,,,,,,,,
2033,16.941667,-1.410356,2.259539,1.669481,,,,,,,,,
2034,16.950000,-1.417679,2.259520,1.663500,,,,,,,,,
2035,16.958333,-1.424855,2.259408,1.657874,,,,,,,,,
2036,16.966667,-1.432476,2.258933,1.651940,,,,,,,,,
2037,16.975000,-1.439893,2.258433,1.646364,,,,,,,,,
2038,16.983333,-1.447272,2.257515,1.640679,,,,,,,,,
2039,16.991667,-1.454986,2.256505,1.635052,,,,,,,,,
2040,17.000000,-1.462682,2.255402,1.629783,,,,,,,,,
2041,17.008333,-1.470360,2.253886,1.624480,,,,,,,,,
2042,17.016667,-1.478226,2.252346,1.619149,,,,,,,,,
2043,17.025000,-1.485977,2.250337,1.614033,,,,,,,,,
2044,17.033333,-1.493883,2.248386,1.609097,,,,,,,,,
2045,17.041667,-1.502141,2.246091,1.604068,,,,,,,,,
2046,17.050000,-1.510105,2.243836,1.599378,,,,,,,,,
2047,17.058333,-1.518019,2.241144,1.594725,,,,,,,,,
2048,17.066667,-1.525930,2.238335,1.590339,,,,,,,,,
2049,17.075000,-1.534016,2.235047,1.585921,,,,,,,,,
2050,17.083333,-1.542001,2.231881,1.581619,,,,,,,,,
2051,17.091667,-1.549922,2.228326,1.577409,,,,,,,,,
2052,17.100000,-1.557837,2.224707,1.573502,,,,,,,,,
2053,17.108333,-1.565810,2.220836,1.569499,,,,,,,,,
2054,17.116667,-1.573600,2.216785,1.565472,,,,,,,,,
2055,17.125000,-1.581355,2.212582,1.561862,,,,,,,,,
2056,17.133333,-1.589073,2.208279,1.557908,,,,,,,,,
2057,17.141667,-1.596953,2.204087,1.554349,,,,,,,,,
2058,17.150000,-1.604733,2.199690,1.550840,,,,,,,,,
2059,17.158333,-1.612275,2.194945,1.547292,,,,,,,,,
2060,17.166667,-1.619798,2.190092,1.543783,,,,,,,,,
2061,17.175000,-1.627290,2.185302,1.540422,,,,,,,,,
2062,17.183333,-1.634861,2.180559,1.537088,,,,,,,,,
2063,17.191667,-1.642246,2.175380,1.533747,,,,,,,,,
2064,17.200000,-1.649589,2.170164,1.530387,,,,,,,,,
2065,17.208333,-1.656824,2.164808,1.527030,,,,,,,,,
2066,17.216667,-1.664163,2.159936,1.523797,,,,,,,,,
2067,17.225000,-1.671387,2.154294,1.520523,,,,,,,,,
2068,17.233333,-1.678549,2.148669,1.517117,,,,,,,,,
2069,17.241667,-1.685660,2.143156,1.513901,,,,,,,,,
2070,17.250000,-1.692487,2.137602,1.510977,,,,,,,,,
2071,17.258333,-1.699620,2.131770,1.507594,,,,,,,,,
2072,17.266667,-1.706346,2.125785,1.504690,,,,,,,,,
2073,17.275000,-1.713152,2.120127,1.501616,,,,,,,,,
2074,17.283333,-1.719748,2.113983,1.498943,,,,,,,,,
2075,17.291667,-1.726503,2.108091,1.495839,,,,,,,,,
2076,17.300000,-1.733369,2.102092,1.493516,,,,,,,,,
2077,17.308333,-1.740261,2.095946,1.491007,,,,,,,,,
2078,17.316667,-1.746777,2.089507,1.488858,,,,,,,,,
2079,17.325000,-1.753392,2.083575,1.486493,,,,,,,,,
2080,17.333333,-1.759900,2.077287,1.484645,,,,,,,,,
2081,17.341667,-1.766437,2.071071,1.482472,,,,,,,,,
2082,17.350000,-1.772389,2.064682,1.480357,,,,,,,,,
2083,17.358333,-1.778702,2.058471,1.478210,,,,,,,,,
2084,17.366667,-1.784900,2.052126,1.476489,,,,,,,,,
2085,17.375000,-1.790808,2.045834,1.474791,,,,,,,,,
2086,17.383333,-1.797030,2.039607,1.472992,,,,,,,,,
2087,17.391667,-1.802945,2.033166,1.471377,,,,,,,,,
2088,17.400000,-1.808759,2.026782,1.469852,,,,,,,,,
2089,17.408333,-1.814696,2.020728,1.468562,,,,,,,,,
2090,17.416667,-1.820454,2.014323,1.467125,,,,,,,,,
2091,17.425000,-1.826213,2.008227,1.465561,,,,,,,,,
2092,17.433333,-1.831826,2.002141,1.464507,,,,,,,,,
2093,17.441667,-1.837348,1.995757,1.463132,,,,,,,,,
2094,17.450000,-1.843123,1.989812,1.462050,,,,,,,,,
2095,17.458333,-1.848569,1.983505,1.461323,,,,,,,,,
2096,17.466667,-1.853992,1.977082,1.460242,,,,,,,,,
2097,17.475000,-1.859773,1.970999,1.459235,,,,,,,,,
2098,17.483333,-1.865124,1.964818,1.458606,,,,,,,,,
2099,17.491667,-1.870430,1.958420,1.457957,,,,,,,,,
2100,17.500000,-1.875783,1.951970,1.457410,,,,,,,,,
2101,17.508333,-1.880929,1.945513,1.456926,,,,,,,,,
2102,17.516667,-1.886351,1.939092,1.456592,,,,,,,,,
2103,17.525000,-1.891521,1.932881,1.456147,,,,,,,,,
2104,17.533333,-1.896813,1.926330,1.455825,,,,,,,,,
2105,17.541667,-1.902049,1.919928,1.455778,,,,,,,,,
2106,17.550000,-1.907047,1.913474,1.455491,,,,,,,,,
2107,17.558333,-1.912086,1.907106,1.455405,,,,,,,,,
2108,17.566667,-1.917412,1.900656,1.455107,,,,,,,,,
2109,17.575000,-1.922254,1.894207,1.455058,,,,,,,,,
2110,17.583333,-1.927459,1.887630,1.454901,,,,,,,,,
2111,17.591667,-1.932274,1.880994,1.454474,,,,,,,,,
2112,17.600000,-1.937585,1.874489,1.454068,,,,,,,,,
2113,17.608333,-1.942459,1.867959,1.454028,,,,,,,,,
2114,17.616667,-1.947467,1.861046,1.453524,,,,,,,,,
2115,17.625000,-1.952384,1.854201,1.453230,,,,,,,,,
2116,17.633333,-1.957303,1.847583,1.452877,,,,,,,,,
2117,17.641667,-1.962523,1.841037,1.452614,,,,,,,,,
2118,17.650000,-1.967566,1.833926,1.452044,,,,,,,,,
2119,17.658333,-1.972524,1.827087,1.451689,,,,,,,,,
2120,17.666667,-1.977669,1.820370,1.450919,,,,,,,,,
2121,17.675000,-1.982933,1.813674,1.450233,,,,,,,,,
2122,17.683333,-1.988133,1.806711,1.449514,,,,,,,,,
2123,17.691667,-1.993109,1.800119,1.448838,,,,,,,,,
2124,17.700000,-1.998631,1.793349,1.447868,,,,,,,,,
2125,17.708333,-2.003863,1.786737,1.447369,,,,,,,,,
2126,17.716667,-2.009154,1.779953,1.446829,,,,,,,,,
2127,17.725000,-2.014511,1.773326,1.446037,,,,,,,,,
2128,17.733333,-2.019866,1.766652,1.445349,,,,,,,,,
2129,17.741667,-2.025164,1.760052,1.444859,,,,,,,,,
2130,17.750000,-2.030293,1.753480,1.444326,,,,,,,,,
2131,17.758333,-2.035879,1.747087,1.443781,,,,,,,,,
2132,17.766667,-2.041048,1.740660,1.443126,,,,,,,,,
2133,17.775000,-2.046260,1.734462,1.442981,,,,,,,,,
2134,17.783333,-2.051592,1.728213,1.442349,,,,,,,,,
2135,17.791667,-2.056785,1.721998,1.441968,,,,,,,,,
2136,17.800000,-2.061929,1.715836,1.441789,,,,,,,,,
2137,17.808333,-2.066892,1.710126,1.441358,,,,,,,,,
2138,17.816667,-2.072140,1.704220,1.440947,,,,,,,,,
2139,17.825000,-2.077415,1.698474,1.440389,,,,,,,,,
2140,17.833333,-2.082481,1.692647,1.440136,,,,,,,,,
2141,17.841667,-2.087591,1.686764,1.439903,,,,,,,,,
2142,17.850000,-2.092738,1.681380,1.439272,,,,,,,,,
2143,17.858333,-2.097790,1.675838,1.438867,,,,,,,,,
2144,17.866667,-2.102692,1.670060,1.438051,,,,,,,,,
2145,17.875000,-2.107654,1.664558,1.437725,,,,,,,,,
2146,17.883333,-2.112306,1.659028,1.437135,,,,,,,,,
2147,17.891667,-2.117212,1.653708,1.436780,,,,,,,,,
2148,17.900000,-2.121936,1.648085,1.436110,,,,,,,,,
2149,17.908333,-2.126729,1.642734,1.435866,,,,,,,,,
2150,17.916667,-2.131171,1.637267,1.435240,,,,,,,,,
2151,17.925000,-2.136063,1.631945,1.434879,,,,,,,,,
2152,17.933333,-2.140448,1.626538,1.434484,,,,,,,,,
2153,17.941667,-2.144668,1.621174,1.434319,,,,,,,,,
2154,17.950000,-2.148908,1.615812,1.433845,,,,,,,,,
2155,17.958333,-2.153079,1.610619,1.433722,,,,,,,,,
2156,17.966667,-2.157085,1.605329,1.433404,,,,,,,,,
2157,17.975000,-2.160876,1.600366,1.433336,,,,,,,,,
2158,17.983333,-2.164492,1.595211,1.433318,,,,,,,,,
2159,17.991667,-2.168483,1.590023,1.433218,,,,,,,,,
2160,18.000000,-2.172069,1.585065,1.433257,,,,,,,,,
2161,18.008333,-2.175675,1.579960,1.433181,,,,,,,,,
2162,18.016667,-2.179108,1.574878,1.433171,,,,,,,,,
2163,18.025000,-2.182732,1.569658,1.433288,,,,,,,,,
2164,18.033333,-2.185962,1.564706,1.433419,,,,,,,,,
2165,18.041667,-2.189586,1.559592,1.433484,,,,,,,,,
2166,18.050000,-2.192900,1.554313,1.433779,,,,,,,,,
2167,18.058333,-2.196224,1.549253,1.433931,,,,,,,,,
2168,18.066667,-2.199476,1.544032,1.434266,,,,,,,,,
2169,18.075000,-2.202874,1.538984,1.434447,,,,,,,,,
2170,18.083333,-2.205814,1.533739,1.434984,,,,,,,,,
2171,18.091667,-2.209127,1.528783,1.435465,,,,,,,,,
2172,18.100000,-2.212031,1.523703,1.435845,,,,,,,,,
2173,18.108333,-2.215192,1.519110,1.436453,,,,,,,,,
2174,18.116667,-2.218108,1.514029,1.437005,,,,,,,,,
2175,18.125000,-2.221009,1.509538,1.437724,,,,,,,,,
2176,18.133333,-2.223720,1.504718,1.438489,,,,,,,,,
2177,18.141667,-2.226585,1.500418,1.439204,,,,,,,,,
2178,18.150000,-2.229469,1.495882,1.439910,,,,,,,,,
2179,18.158333,-2.232429,1.491699,1.440897,,,,,,,,,
2180,18.166667,-2.235072,1.487612,1.441862,,,,,,,,,
2181,18.175000,-2.237725,1.483702,1.442899,,,,,,,,,
2182,18.183333,-2.240238,1.479904,1.444191,,,,,,,,,
2183,18.191667,-2.242857,1.476213,1.445502,,,,,,,,,
2184,18.200000,-2.245559,1.472674,1.446595,,,,,,,,,
2185,18.208333,-2.248089,1.469483,1.447571,,,,,,,,,
2186,18.216667,-2.250886,1.466194,1.448920,,,,,,,,,
2187,18.225000,-2.253405,1.463452,1.450060,,,,,,,,,
2188,18.233333,-2.255749,1.460243,1.451424,,,,,,,,,
2189,18.241667,-2.258322,1.457551,1.452567,,,,,,,,,
2190,18.250000,-2.260735,1.454922,1.453967,,,,,,,,,
2191,18.258333,-2.263161,1.452271,1.455123,,,,,,,,,
2192,18.266667,-2.265536,1.449796,1.456331,,,,,,,,,
2193,18.275000,-2.268056,1.447341,1.457412,,,,,,,,,
2194,18.283333,-2.270229,1.445148,1.458792,,,,,,,,,
2195,18.291667,-2.272853,1.443228,1.459783,,,,,,,,,
2196,18.300000,-2.275363,1.441622,1.460526,,,,,,,,,
2197,18.308333,-2.277683,1.439670,1.461436,,,,,,,,,
2198,18.316667,-2.280068,1.438453,1.462489,,,,,,,,,
2199,18.325000,-2.282276,1.437143,1.463272,,,,,,,,,
2200,18.333333,-2.284420,1.435800,1.464204,,,,,,,,,
2201,18.341667,-2.286534,1.434565,1.464921,,,,,,,,,
2202,18.350000,-2.288482,1.433388,1.465495,,,,,,,,,
2203,18.358333,-2.290248,1.432547,1.466359,,,,,,,,,
2204,18.366667,-2.292203,1.431592,1.466983,,,,,,,,,
2205,18.375000,-2.294003,1.430903,1.467353,,,,,,,,,
2206,18.383333,-2.295674,1.429919,1.467687,,,,,,,,,
2207,18.391667,-2.297129,1.429069,1.467814,,,,,,,,,
2208,18.400000,-2.298576,1.428302,1.467724,,,,,,,,,
2209,18.408333,-2.300051,1.427586,1.467708,,,,,,,,,
2210,18.416667,-2.301313,1.426904,1.467886,,,,,,,,,
2211,18.425000,-2.302388,1.426125,1.467873,,,,,,,,,
2212,18.433333,-2.303411,1.425254,1.467719,,,,,,,,,
2213,18.441667,-2.304523,1.424540,1.467221,,,,,,,,,
2214,18.450000,-2.305367,1.424013,1.467170,,,,,,,,,
2215,18.458333,-2.306168,1.424222,1.466906,,,,,,,,,
2216,18.466667,-2.306733,1.424278,1.466325,,,,,,,,,
2217,18.475000,-2.307185,1.424253,1.465894,,,,,,,,,
2218,18.483333,-2.307396,1.424018,1.465791,,,,,,,,,
2219,18.491667,-2.307870,1.424167,1.465207,,,,,,,,,
2220,18.500000,-2.308454,1.424149,1.464024,,,,,,,,,
2221,18.508333,-2.309320,1.423953,1.463057,,,,,,,,,
2222,18.516667,-2.310168,1.423764,1.462334,,,,,,,,,
2223,18.525000,-2.311053,1.423943,1.461269,,,,,,,,,
2224,18.533333,-2.311951,1.424123,1.460129,,,,,,,,,
2225,18.541667,-2.312763,1.424158,1.459237,,,,,,,,,
2226,18.550000,-2.313015,1.424159,1.458352,,,,,,,,,
2227,18.558333,-2.313403,1.424279,1.457158,,,,,,,,,
2228,18.566667,-2.313844,1.424307,1.456180,,,,,,,,,
2229,18.575000,-2.314100,1.424303,1.455473,,,,,,,,,
2230,18.583333,-2.314223,1.424291,1.454621,,,,,,,,,
2231,18.591667,-2.314526,1.424399,1.453588,,,,,,,,,
2232,18.600000,-2.314683,1.424344,1.452630,,,,,,,,,
2233,18.608333,-2.314845,1.424208,1.451645,,,,,,,,,
2234,18.616667,-2.315057,1.424289,1.450656,,,,,,,,,
2235,18.625000,-2.315194,1.424293,1.449754,,,,,,,,,
2236,18.633333,-2.315418,1.424322,1.449096,,,,,,,,,
2237,18.641667,-2.315501,1.424287,1.448701,,,,,,,,,
2238,18.650000,-2.315516,1.424316,1.447994,,,,,,,,,
2239,18.658333,-2.315442,1.424328,1.447567,,,,,,,,,
2240,18.666667,-2.315339,1.424339,1.447167,,,,,,,,,
2241,18.675000,-2.315156,1.424366,1.446976,,,,,,,,,
2242,18.683333,-2.315051,1.424526,1.446618,,,,,,,,,
2243,18.691667,-2.315094,1.424454,1.446419,,,,,,,,,
2244,18.700000,-2.315018,1.424487,1.446222,,,,,,,,,
2245,18.708333,-2.314892,1.424538,1.445911,,,,,,,,,
2246,18.716667,-2.314981,1.424531,1.445496,,,,,,,,,
2247,18.725000,-2.315023,1.424509,1.445246,,,,,,,,,
2248,18.733333,-2.314988,1.424602,1.445019,,,,,,,,,
2249,18.741667,-2.314851,1.424573,1.444576,,,,,,,,,
2250,18.750000,-2.314836,1.424533,1.444093,,,,,,,,,
2251,18.758333,-2.314903,1.424574,1.443739,,,,,,,,,
2252,18.766667,-2.314997,1.424564,1.443596,,,,,,,,,
2253,18.775000,-2.315183,1.424619,1.443467,,,,,,,,,
2254,18.783333,-2.315240,1.424591,1.443418,,,,,,,,,
2255,18.791667,-2.315448,1.424626,1.443374,,,,,,,,,
2256,18.800000,-2.315475,1.424633,1.443420,,,,,,,,,
